Meme Number,Topic of the Meme,Sentiment,Intent,Description
621,Entertainment,Positive,Relatable,*Result Of Math Exam* Friend: 12/100 Me: 13/100 Meme.o.logy Me Jali na? Teri jali na?
622,Culture,Neutral,Satirical,Tumhe yad ho ky na yad ho ... Translate Tweet
623,Culture,Positive,Relatable,DESI GUESTS BE OK CHALO I'M LEAVING AN HOUR LATER 000 OK CHALO I'M LEAVING 3 HOURS LATER 000 OK CHALO I'M LEAVING
624,Entertainment,Positive,Relatable,My kids before I make a phone call My kids during the phone call
625,Entertainment,Positive,Relatable,THIS IS WHAT A FAILING RELATIONSHIP LOOKS
626,Entertainment,Positive,Relatable,One day before your cousins wedding
627,Entertainment,Positive,Satirical,"In winters, worst feeling is when you are getting out of your blanket in the morning × 14:38 . 22 Nov 21 . for Android"
628,Entertainment,Positive,Relatable,Phoopp Ki Chalakiyan .. Phoopo.ki Chalakiyar Admin|Honey Phoopo ki.chalakiyan
629,Culture,Positive,Relatable,Ashish added jaya Jaya Hey guys Ashish Jaya hey Chaitanya Jaya hey Deep Jaya hey Jaya jaya jaya jaya hey V// Jaya left
630,Culture,Positive,Satirical,.com/00 azAajaOfficial
631,Entertainment,Positive,Satirical,Mom : 2 seeti ke baad gas bandh kardena *Me after 8 seeti : Ab underground hone ka samay aa gaya h
632,Entertainment,Positive,Relatable,"Teacher: Please stop your sister from running in the background, it's distracting me Me who lives alone:"
633,Entertainment,Positive,Relatable,Makeup ager kiya ho toh kuch khana bhe azaab hay KFC
634,Entertainment,Positive,Relatable,SONY
635,Culture,Neutral,Relatable,"Society khush rehni chahiye bas, apni aulad ko toh emotional blackmail kar lenge .."
636,Entertainment,Positive,Relatable,Just having a quick look at everything I need to know for my exams O SP
637,Culture,Positive,Relatable,/LOLWaliBaatein
638,Entertainment,Positive,Relatable,"Do you have a name, or can I call you mine?"
639,Entertainment,Neutral,Relatable,"Ishq junoon jab hadd se badh jaye, haste haste lode lagg jaye."
640,Entertainment,Neutral,Satirical,KYA BOL RAHA H YE BHDWA
641,Culture,Positive,Relatable,Faisal Says V *All brands sending Me messages about their winter collection* Le Me: IDHAR ZEHER KHANE KA PAISA NAHI HAI
642,Culture,Positive,Relatable,Deja Poo [dey-zhah-poo] noun When you feel you've heard the same shit before.
643,Culture,Neutral,Relatable,Ye saare milke hamko apne pyaar me pagal bana rahe NEW Cutie ke bacche
644,Entertainment,Positive,Satirical,Girls get ready because Ramzan is coming ...
645,Entertainment,Positive,Relatable,"EK SAAL PEHLE BAAT KI THI EK PARTY DENE KI, PAR MILI TOH BAS RVCJ WWW.RVCJ.COM TAREEKH PE TAREEKH, TAREEKH PE TAREEKH"
646,Culture,Positive,Relatable,I'M SAD TURN THE SADNESS INTO SOMETHING POSITIVE | I'M SAD |
647,Culture,Positive,Satirical,After 7th Before 7th October October Fatima_fiya
648,Entertainment,Neutral,Satirical,Els !ole
649,Culture,Neutral,Satirical,"light plane mirror ke piche nahi jaati, direction ek tarfa hoti hae EK TARFA se yaad aya .."
650,Entertainment,Positive,Relatable,MONEY GIVEN BY RELATIVES ME RELATIVE'S KID MOM Aap chronology samajhiye
651,Entertainment,Positive,Relatable,how to win heart of your mother.
652,Culture,Positive,Satirical,FARLE DIG PRER ISATION LAUGHING Colours Koi fark nahi padta exams mein kitne din ke gaps mile hain ARHANITRATE PERAJULISATION Aag lagane wali padhai to ek raat pahle hi hoti hai
653,Culture,Positive,Satirical,Dil ka Dariya Beh Hi Gaya Doraemon memes Aaj Padhna Tha Magar Reh Hi Gya
654,Entertainment,Neutral,Relatable,When you attend someone's call and move into another room. Le ghar waly: kon tha? + .khan THA?
655,Culture,Neutral,Relatable,THIS SUMMARIZES MY LOVE LIFE I'M THE GUY IN BLUE PICTUREQUOTES.COM.
656,Culture,Positive,Relatable,"TYPES OF MOMS ARE WAHA PAR HI HOGA, THIK SE DEKH AGAR ME UTTH KAR AAYI, AUR MUJE MIL GAYA, FIR TU DEKH"
657,Entertainment,Positive,Satirical,Parents: I know everything about my child Girlfriend: I know him better than you Best friend: FB/Sarcasmlol
658,Entertainment,Positive,Relatable,When your custom character is in a cutscene:
659,Entertainment,Positive,Relatable,sarcasterhoon Aaj Shin Chan ki maa Xhod dunga
660,Entertainment,Neutral,Relatable,Devanshu 100 V Me : i will not crack lame jokes from now. Also me : Tera dil etna saaf kaise hai bachpan me ek bar surf excel kha liya tha O Write a message ...
661,Culture,Positive,Relatable,Decide wisely who you want to marry. Aman Rahul -Nice to me - Hit me -Liked me Didn't the as I am - Mum's fav real me. - Married Tina -Sacrificing - Daughter is for me annoying The choice is so clear now ... Finally. RAHUL OBVIOUSLY!
662,Culture,Positive,Relatable,... Rannveer Kya aapko khushiyan dikh rahi hai ? Translate Tweet
663,Entertainment,Positive,Relatable,"Why'd u leave? I married Anjali. I asked if we could stay with you. You said you didn't consider me your son OMG you misheard I said ROFLBOT ""Consider it done'"
664,Entertainment,Positive,Satirical,"She: Ghar aajao jaldi, nobody's home. Me: Pagal, marwaogi kya? She: Haan."
665,Entertainment,Positive,Relatable,"Today's News Chennai mein Student ko thappad marne par Teacher pe 50,000 ka Jurmana ... Le Backbenchers :- iss Hisab se toh Hmare 4-5 Crore rupaye dub gye ..."
666,Entertainment,Positive,Relatable,TOYOTA IF YOU THINK AM SLOW WHY ARE YOU BEHIND ? RAC841V Savage!
667,Culture,Positive,Relatable,Q: MAMA'S Wife MAMI CHACHA'S wife what ? Prove this by Mathematics Solution: Let CHACHA'S be 'x' MAM CHACHA MAN x CHACHA X MÁMI MAMA fb/LarkiyoKiBaatem x = CHACHI Answer
668,Entertainment,Positive,Relatable,Neend Main nhi aa rahi tere paas Rakesh Prajapati *Me Ruk abhi padhai start krta hu
669,Culture,Positive,Relatable,me improving my grade with juniors
670,Entertainment,Positive,Relatable,FUCK THIS SHIT JUST KIDDING I NEED TO PASS
671,Culture,Positive,Relatable,"If a girl is in love- Her parents ask: Who is that idiot ??? If a boy is in love- His parents ask: Idiot, who is that girl? No matter who is in Love ""BOYS ARE ALWAYS IDIOTS"
672,Culture,Positive,Relatable,
673,Culture,Positive,Relatable,"Jitne girey huwe Log miley hain life main, Agar itne girey huwe Paisey milty toh aaj Apna bangla hota. | StupidThoughts"
674,Entertainment,Positive,Satirical,* At 2 AM * Others: Us sy piyaar kar ke galati ki thi maine Me : Dopahar mein so kar galati ki thi maine
675,Entertainment,Positive,Relatable,
676,Entertainment,Neutral,Satirical,Srutii Every student deserves an Oscar award for acting They are understanding everything in Class
677,Entertainment,Positive,Relatable,Me trying to convince my siblings to share their food with me because I already ate mine
678,Culture,Positive,Satirical,- Lateefon.Ki.Dunya
679,Culture,Positive,Satirical,My Friend: Bhai koi jagah bata sahi se ghumne ke liye Me: LOUGAPUR LUNDPUR RANDIGARH BAKCHODNAGAR CHODANPUR
680,Entertainment,Positive,Relatable,18 YO Kids Are Getting Married Me At My 23 - Itni Si Chatni Me 2 Samose Khau Main? Aur Laa !
681,Culture,Positive,Relatable,BEWARE OF SMARTPHONE ZOMBIES
682,Entertainment,Positive,Relatable,"She: Hey, see I got Jimmy Choo worth 50k. He: WTF! 50k ka ek sandal? Jimmy Choo nahi, tu Choo hai."
683,Culture,Neutral,Relatable,dhur bokachoda
684,Entertainment,Positive,Satirical,Hi jaanu J// Hi do u know how to block on ?? Yes dear. // Tell please !!! Go to settings ... >privacy>block list>add contacts ... that's it .. those contact ge's blocked / Did it workout ?? / Hello ??? there ?? / Why did you remove your dp ?? Ok I undastood .. 1:37 P
685,Culture,Neutral,Satirical,After giving Hotspot to my friends Me: trine Chopre V Helping the poor is my passion!
686,Entertainment,Positive,Satirical,
687,Entertainment,Positive,Relatable,f NADEEM JHANKAR DJ NADEEM POST Nadeem S+92 312 2597442
688,Entertainment,Positive,Satirical,"Papa: Agar Tu Fir Exam Mein Fail pin| Zara afreen Khan Hua Toh Mujhe Papa Mat Bolna Result Ke Baad ... Papa: Tumhara Result Kaisa Raha ? Me: Dimag Kharab Mat Kar pin| Zara afreen Khan Madanlaal, Tune Apne Baap Hone Ka Haq Kho Diya Hai ..."
689,Culture,Positive,Satirical,
690,Entertainment,Positive,Relatable,
691,Entertainment,Positive,Relatable,Me: Before sehri. After sehri Translate Tweet
692,Entertainment,Positive,Satirical,That moment when you finally get your friend to read a book and convert them into the fandom and you're just : DEVOTED2DIVERGENT NSTAGRAN mission accomplished
693,Entertainment,Positive,Relatable,What teachers see How we feel
694,Entertainment,Positive,Satirical,"due to personal reasons, I'm evil now"
695,Entertainment,Positive,Relatable,SALMAN KHAN POSTED THIS PIC ON TODAY THE TRENDING INDIA THIS IS THE BEST PIC ON INTERNET
696,Entertainment,Positive,Satirical,"Tu wahi hai na vro, f @ Ayush_Burnwal Jo chhote-chhote baccho ke saamne iss patakhe ko haath me rakh ke phodta hai aur khud ko daring baaz samjhta hai !!"
697,Entertainment,Neutral,Relatable,If the teacher says get out !!! PLAYBOY VIS CID JOKES It means you have won the argument !!!
698,Entertainment,Neutral,Relatable,guptajimemeswale V Dad :- Aaj Chalay jao kal chutti Kar Lena pakka 5 years old me :- Nahi Nahi aap har bar jhooth Bolte ho mujhse @
699,Culture,Neutral,Relatable,Socha Apko Gulab Dedun Per Ap Toh Khud Gulab Ho
700,Culture,Positive,Satirical,A TRUE MUSIC LOVER WILL NEVER DELETE THE YJHD MUSIC ALBUM BADTAMEEZ DIL BALAM PICHKARI DILLIWAALI ILAHI KABIRA GIRLFRIEND TEAM RANBIR KAPOOR DI SUBHANALLAH GHAGRA IT HAS ALL THE EMOTIONS WHAT THE YOUTH IS ALL ABOUT
701,Entertainment,Positive,Satirical,Bas life me ekbar Itna khus hona hai anishu71 .. 2h ago G Foad Memes
702,Entertainment,Negative,Relatable,.here mai to toot gya
703,Entertainment,Neutral,Satirical,Chat GPT when I told it all about HIM
704,Social issues,Neutral,Satirical,"look what i did to you ... you're this because of me, you know~ i know ... you don't have to keep saying it ... ... mine. choccy-milky yes this is my wife who is very pregnant with my baby."
705,Entertainment,Neutral,Satirical,"Dhominoj 100 requests teju My brother has passed , prayers are appreciated Arpan replied to teju My brother has passed , prayers are appreciated Kitne marks se ? tejù replied to Arpan Kitne marks se ? mar gaya wo bkl 2"
706,Entertainment,Positive,Satirical,MUJHE KHUD MEIN GHOL DE TO MERE YAAR BAAT BAN JAANI ASTAGHFAR BRO. MOINAZIM GRAPHICS
707,Entertainment,Negative,Relatable,PLAY Padh le bhai Sirf form bharne se exam clear nahi hota 00:00:04
708,Social issues,Negative,Relatable,
709,Entertainment,Negative,Relatable,
710,Entertainment,Positive,Satirical,SEND TO ALL ILOVE U ONLY Azher Malik
711,Education,Negative,Satirical,"Thappad se darr nahi lagta sahab, Backlogs se lagta hai"
712,Entertainment,Neutral,Satirical,*IN COMA RVCJ WWW.RVCJ.COM BHAI CHAI PIYEGA?
713,Entertainment,Negative,Satirical,
715,Entertainment,Neutral,Satirical,
716,Entertainment,Negative,Satirical,Which mammal is known to spend most of its life in air but gives birth on land ?? Student: Air Hostess Teacher: f DESIFUN.COM
719,Social issues,Positive,Satirical,Pata hai kal raatko 2 log mera picha kar rahe the Mujhe call kyu nahi kiya? Zarurat nahi padi Woh paas aakar puch rahe the itni ratko akele dar nahi lagta kya then? Mene bola jab Zinda thi tab lagta tha ... Abb nhi lagta Kasam se dubara piche mudd k nhi dekhe wo
720,Entertainment,Neutral,Relatable,Sanskaari Ladki Kbhi kbhi ghrwalo ka mere liye gussa dekh kr hi esa Igta h k shadi m bidai k wqt b shyd hi royenge ye log
721,Education,Positive,Relatable,Close you're books we're going to computer lab
723,Entertainment,Neutral,Satirical,nokhushionlygam ... dekho agar text back ko 2 din lagne hai toh khatt hi likhdo mujhe
724,Culture,Neutral,Relatable,"Your Mom's Reaction Your Dad's Reaction Your Sister's Reaction 1- DIL, KY ALTAAZ"
725,Politics,Neutral,Satirical,"When Great Britain helps you during both world wars ame at a Time Thanks, Satan."
726,Entertainment,Neutral,Satirical,Me holding my two friends who fell in love with my fake account Insta .00
727,Entertainment,Neutral,Satirical,Yes ... what is the meaning of Will you marry me ?? Ig 000 Yes I will do Wait whatttt ??? I will do
729,Entertainment,Neutral,Satirical,AB.PAK
730,Entertainment,Neutral,Satirical,
731,Entertainment,Negative,Satirical,Grilgner
732,Culture,Positive,Relatable,BASITC& Krna Prta Hai Bhai Majboori Hai
733,Culture,Neutral,Relatable,Range of weapons for mother Close Range 10/ From a distance Wireless
735,Entertainment,Neutral,Relatable,Hagia You wuf One Month One Week Co ppucel HUM ME K
736,Education,Neutral,Relatable,"Me in Exam, just to be sure Sarcasmn 5+5 SHIFT ALPHA MODE CIA EN REPLAY nPr Reck : x-1 nCr Pol( x3 a/c abc x2 A log In A sin D cosE tam (-) 0999 hyp sin cos tan STO M- M RCL ENG ( 9 M+ INS OFF"
737,Entertainment,Positive,Informative,"Itna jaadu Harry Potter ki 7 kitaabon mein nahi, jitna apki 2 aankhon mein hai."
738,Entertainment,Negative,Satirical,Girls using Photoshop Boys using Photoshop Tiktokers using Photoshop
739,Entertainment,Negative,Satirical,"Signs that you're ""Papa ki Pari"" You don't work coz you're daddy's lil princess You can Fly .. Ananya Kapoor I don't work coz' m daddy's lil princess 0 8 Add Friend Message Mars via: Confused Aatma Wants a guy Hrithik Roshan .. But ends up marrying a guy Jetha Lal"
740,Culture,Negative,Satirical,
741,Entertainment,Negative,Relatable,
742,Entertainment,Neutral,Satirical,"Log mujhe janne se pehle "" Yaar tum kuch bolti nhi Log mujhe janne ke baad Yaar kabhi to chup ho jaya kar"
743,Culture,Negative,Satirical,
744,Entertainment,Positive,Satirical,Abhi soke utha hu
745,Education,Negative,Satirical,1st son : Degree in Economics. 2nd son: MBA. 3rd son : PhD 4th son : Thief Neighbour: Why can't you throw the 4th son out of your house? Father : He is the only one earning money. The rest are unemployed. 19:38
746,Culture,Negative,Satirical,
749,Entertainment,Positive,Informative,"Lines Jante ho fir bhi anjaan bante ho, Is tarah kyu muje pareshaan karte ho. Puchte ho muje kya pasand hai, Jawab khud ho fir bhi sawal karte ho !!"
750,Education,Negative,Relatable,"V When I Skip Any Topic For Exam Thinking Its Not Important Topic : Mujhey Chor Kar Jo Tum Jaogay, Bara Pachtaoge , Bara Pachtaoge"
751,Entertainment,Positive,Satirical,GOODNIGHT Dream well (about me)
752,Entertainment,Negative,Satirical,TICKET DIKHAO YE LIJIYE SIR BC YE TO PURANI TICKET HAI TO TRAIN KAUN SI NAYI HAI BSDK
753,Entertainment,Negative,Relatable,"Looking at old pictures of yourself ""LA HAWLA WALLAH QUWATA ILLAH BILLAH"""
754,Entertainment,Neutral,Informative,(DUR FITTEH MOO) May your face be smote twice
755,Social issues,Negative,Satirical,Open eyes fully Galaxy S8 is a pro rasict
756,Entertainment,Negative,Satirical,Suggestions All Friends Chirag Dubey Mr.Chiru_02 Friend Requests See all Meri Kon Marega 1h 14 mutual friends Confirm Delete Hum First Hum First
757,Culture,Positive,Informative,TODAY 2bu ly y Jj 0 V/ S Cere US y V/ Type a message O
759,Entertainment,Negative,Satirical,"Faceboo Work ,BVCL all"
760,Education,Neutral,Satirical,ma'am Hindi vyakaran ki copy E alag banani hai kya'
761,Entertainment,Neutral,Satirical,Mummy - Beta apna room saaf karle teri fav. Sabzi banaugi. Me - ok mummy. *At lunch* Me - Aur mummy kya bnaya? Mummy - tinde Me - Translate Tweet Dab Steri bares] Kyun Kisi Ko Wafa Ke Badle Wafa Nahi Milati
762,Entertainment,Negative,Satirical,YE COUPLE BHI AJEEB HAI YAAR ... She advises us to use good toothpaste and take care of teeth And he advises us to eat 'Vimal' and destroy teeth
763,Entertainment,Positive,Relatable,Sundar to main hu
764,Entertainment,Negative,Satirical,J ghawb1
765,Entertainment,Negative,Satirical,fb /Bhukkad YE HAATH MUJHE DE DE THAKUR LE LE .. MERE HAATH LE LE .. BASANTI KE BHI LE LE .. JAI VEERU KE BHI LE LE .. RAMU KAKA KE BHI LE LE .. OCTOPUS BAN JAA BC !!
766,Social issues,Positive,Informative,Ye kaise kapde pehne hain. 4 log dekhenge to kya bolenge 10 If superheroes had Indian moms Scroll .. DrŐl! scrolldroll.com
767,Social issues,Neutral,Relatable,"The urge to say ""BHAI"" in every sentence Haan bhayy"
768,Culture,Negative,Relatable,Translate Tweet O
769,Culture,Negative,Relatable,Hera pheri memes Me using my phone peacefully Then : Mom Hera pheri memes *Me Chl be mosi ke phone Iga
770,Entertainment,Negative,Relatable,Toh kya karu main? Naachu? is one of the best comebacks ever
771,Entertainment,Positive,Relatable,KBHI MERE BHI HAAL CHAAL POOCH LIYA KRO
772,Culture,Positive,Informative,
773,Entertainment,Neutral,Satirical,9:26 +91 76968 18290 typing ... +91 76968 18290 Photo Teri is adava nu meri jaan leleni k ek din -V/ Acha ji You Haye meri queen Queen ni hum Meri to h W/ Apki hu Sachi W/ Meri bn kr jeena majur hapko V/ Ha Kb krogi shadi mujse W Kabool hai Kabool hai : Kabool jai Type a message 0
774,Entertainment,Positive,Relatable,*IN COMA RVCJ WWW.RVCJ.COM BHAI CHAI PIYEGA?
777,Entertainment,Negative,Satirical,Bkl Otat me rahiyo
778,Social issues,Negative,Satirical,"PURPLE [skin colour & tle Jos,"
779,Entertainment,Negative,Satirical,Memeraayush Kya apko meri zindagi mein sukoon dikhayi de raha hai ( Bilkul dur dur tak nahi)
